Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
29,Sun,3/13/11,,Catania,1–0,Sampdoria,,,Nicola Rizzoli,Match Report,
29,Sun,3/13/11,,Roma,2–0,Lazio,,,Paolo Tagliavento,Match Report,
29,Sun,3/13/11,,Lecce,0–1,Bologna,,,Sebastiano Peruzzo,Match Report,
29,Sun,3/13/11,,Parma,1–3,Napoli,,,Emidio Morganti,Match Report,
,,,,,,,,,,,
30,Sat,3/19/11,,Palermo,1–0,Milan,,,Paolo Tagliavento,Match Report,
30,Sat,3/19/11,,Lazio,1–0,Cesena,,,Antonio Giannoccaro,Match Report,
30,Sun,3/20/11,,Napoli,2–1,Cagliari,,,Antonio Damato,Match Report,
30,Sun,3/20/11,,Inter,1–0,Lecce,,,Daniele Orsato,Match Report,
30,Sun,3/20/11,,Juventus,2–1,Brescia,,,Domenico Celi,Match Report,
30,Sun,3/20/11,,Bari,1–2,Chievo,,,Andrea Gervasoni,Match Report,
30,Sun,3/20/11,,Bologna,1–1,Genoa,,,Daniele Doveri,Match Report,
30,Sun,3/20/11,,Udinese,2–0,Catania,,,Carmine Russo,Match Report,
30,Sun,3/20/11,,Sampdoria,0–1,Parma,,,Paolo Valeri,Match Report,
