Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
24,Tue,2/2/16,21:00 (14:00),Montpellier,0–1,Marseille,"16,156",Stade de la Mosson,Tony Chapron,Match Report,
24,Wed,2/3/16,19:00 (12:00),Guingamp,4–0,Troyes,"13,973",Stade du Roudourou,Jérôme Miguelgorry,Match Report,
24,Wed,2/3/16,19:00 (12:00),Lyon,3–0,Bordeaux,"30,143",Groupama Stadium,Frédy Fautrel,Match Report,
24,Wed,2/3/16,19:00 (12:00),Lille,1–0,Caen,"27,312",Stade Pierre-Mauroy,Stéphane Jochem,Match Report,
24,Wed,2/3/16,19:00 (12:00),Nice,1–0,Toulouse,"12,828",Stade de Nice,François Letexier,Match Report,
24,Wed,2/3/16,19:00 (12:00),Reims,2–1,Angers,"10,603",Roazhon Park,Antony Gautier,Match Report,
24,Wed,2/3/16,19:00 (12:00),Nantes,3–1,Gazélec Ajaccio,"24,799",Stade de la Beaujoire - Louis Fonteneau,Saïd Ennjimi,Match Report,
24,Wed,2/3/16,21:00 (14:00),Paris S-G,3–1,Lorient,"45,358",Parc des Princes,Hakim Ben El Hadj Salem,Match Report,
24,Thu,2/4/16,21:00 (14:00),Rennes,0–1,Saint-Étienne,"18,049",Stade Auguste-Delaune II,Benoît Millot,Match Report,
,,,,,,,,,,,
25,Sat,2/6/16,14:00 (07:00),Monaco,1–0,Nice,"12,842",Stade Louis II.,Tony Chapron,Match Report,
25,Sat,2/6/16,17:00 (10:00),Angers,0–3,Lyon,"15,386",Stade Raymond Kopa,Franck Schneider,Match Report,
25,Sat,2/6/16,20:00 (13:00),Gazélec Ajaccio,0–0,Guingamp,"3,569",Stade Ange Casanova,Clément Turpin,Match Report,
25,Sat,2/6/16,20:00 (13:00),Toulouse,0–0,Nantes,"11,570",Stadium Municipal,Lionel Jaffredo,Match Report,
25,Sat,2/6/16,20:00 (13:00),Lorient,1–1,Montpellier,"9,077",Stade Yves Allainmat - Le Moustoir,Mikael Lesage,Match Report,
25,Sat,2/6/16,20:00 (13:00),Caen,0–2,Reims,"16,018",Stade Michel d'Ornano,Bartolomeu Varela,Match Report,
25,Sat,2/6/16,20:00 (13:00),Bastia,2–0,Troyes,"10,441",Stade Armand Césari,Sébastien Moreira,Match Report,
25,Sun,2/7/16,14:00 (07:00),Lille,1–1,Rennes,"29,012",Stade Pierre-Mauroy,Johan Hamel,Match Report,
25,Sun,2/7/16,17:00 (10:00),Bordeaux,1–4,Saint-Étienne,"34,377",Stade Jacques Chaban-Delmas,Benoît Bastien,Match Report,
25,Sun,2/7/16,21:00 (14:00),Marseille,1–2,Paris S-G,"61,166",Orange Vélodrome,Ruddy Buquet,Match Report,
,,,,,,,,,,,
26,Fri,2/12/16,20:30 (13:30),Rennes,1–0,Angers,"18,350",Roazhon Park,Stéphane Lannoy,Match Report,
26,Sat,2/13/16,17:00 (10:00),Paris S-G,0–0,Lille,"45,391",Parc des Princes,Franck Schneider,Match Report,
26,Sat,2/13/16,20:00 (13:00),Montpellier,2–0,Toulouse,"14,616",Stade de la Mosson,Saïd Ennjimi,Match Report,
26,Sat,2/13/16,20:00 (13:00),Gazélec Ajaccio,2–3,Troyes,"3,485",Stade de l'Aube,Nicolas Rainville,Match Report,
26,Sat,2/13/16,20:00 (13:00),Guingamp,2–4,Bordeaux,"13,177",Stade du Roudourou,Hakim Ben El Hadj Salem,Match Report,
26,Sat,2/13/16,20:00 (13:00),Nantes,2–1,Lorient,"22,256",Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
26,Sat,2/13/16,20:00 (13:00),Reims,0–1,Bastia,"11,335",Stade Auguste-Delaune II,Lionel Jaffredo,Match Report,
26,Sun,2/14/16,14:00 (07:00),Lyon,4–1,Caen,"38,624",Groupama Stadium,Ruddy Buquet,Match Report,
26,Sun,2/14/16,17:00 (10:00),Saint-Étienne,1–1,Monaco,"31,868",Stade Geoffroy-Guichard,Frédy Fautrel,Match Report,
26,Sun,2/14/16,21:00 (14:00),Nice,1–1,Marseille,"28,659",Stade de Nice,Benoît Millot,Match Report,
,,,,,,,,,,,
27,Fri,2/19/16,20:30 (13:30),Bordeaux,0–0,Nice,"23,641",Stade Matmut-Atlantique,Nicolas Rainville,Match Report,
27,Sat,2/20/16,17:00 (10:00),Paris S-G,4–1,Reims,"45,489",Parc des Princes,Jérôme Miguelgorry,Match Report,
27,Sat,2/20/16,20:00 (13:00),Toulouse,1–1,Gazélec Ajaccio,"19,173",Stadium Municipal,Frédy Fautrel,Match Report,
27,Sat,2/20/16,20:00 (13:00),Monaco,3–1,Troyes,"5,650",Stade Louis II.,Johan Hamel,Match Report,
27,Sat,2/20/16,20:00 (13:00),Lorient,4–3,Guingamp,"12,229",Stade Yves Allainmat - Le Moustoir,Bartolomeu Varela,Match Report,
27,Sat,2/20/16,20:00 (13:00),Angers,2–3,Montpellier,"11,165",Stade Raymond Kopa,Sébastien Moreira,Match Report,
27,Sun,2/21/16,14:00 (07:00),Marseille,1–1,Saint-Étienne,"50,570",Orange Vélodrome,Clément Turpin,Match Report,
27,Sun,2/21/16,17:00 (10:00),Caen,1–0,Rennes,"15,455",Stade Michel d'Ornano,Tony Chapron,Match Report,
27,Sun,2/21/16,21:00 (14:00),Lille,1–0,Lyon,"32,956",Stade Pierre-Mauroy,Benoît Bastien,Match Report,
,,,,,,,,,,,
28,Fri,2/26/16,20:30 (13:30),Nice,0–2,Bastia,"14,451",Stade de Nice,Antony Gautier,Match Report,
28,Sat,2/27/16,17:00 (10:00),Montpellier,3–0,Lille,"9,576",Stade de la Mosson,Hakim Ben El Hadj Salem,Match Report,
28,Sat,2/27/16,20:00 (13:00),Guingamp,2–2,Angers,"13,506",Stade du Roudourou,Benoît Millot,Match Report,
28,Sat,2/27/16,20:00 (13:00),Reims,4–1,Bordeaux,"11,286",Stade Auguste-Delaune II,François Letexier,Match Report,
28,Sat,2/27/16,20:00 (13:00),Toulouse,1–2,Rennes,"11,627",Stadium Municipal,Stéphane Jochem,Match Report,
28,Sat,2/27/16,20:00 (13:00),Troyes,0–1,Lorient,"10,326",Stade de l'Aube,Saïd Ennjimi,Match Report,
28,Sun,2/28/16,14:00 (07:00),Nantes,0–0,Monaco,"25,866",Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,Match Report,
28,Sun,2/28/16,17:00 (10:00),Saint-Étienne,1–2,Caen,"29,475",Stade Geoffroy-Guichard,Franck Schneider,Match Report,
28,Sun,2/28/16,21:00 (14:00),Lyon,2–1,Paris S-G,"56,661",Groupama Stadium,Lionel Jaffredo,Match Report,
,,,,,,,,,,,
29,Fri,3/4/16,20:30 (13:30),Caen,2–2,Monaco,"17,926",Stade Michel d'Ornano,Clément Turpin,Match Report,
29,Sat,3/5/16,17:00 (10:00),Paris S-G,0–0,Montpellier,"45,173",Parc des Princes,Tony Chapron,Match Report,
29,Sat,3/5/16,20:00 (13:00),Bordeaux,1–1,Gazélec Ajaccio,"17,603",Stade Matmut-Atlantique,Johan Hamel,Match Report,
29,Sat,3/5/16,20:00 (13:00),Angers,0–0,Saint-Étienne,"15,892",Stade Raymond Kopa,Antony Gautier,Match Report,
29,Sat,3/5/16,20:00 (13:00),Bastia,0–0,Lorient,"10,586",Stade Armand Césari,Jérôme Miguelgorry,Match Report,
29,Sat,3/5/16,20:00 (13:00),Lille,2–0,Reims,"27,904",Stade Pierre-Mauroy,Mikael Lesage,Match Report,
29,Sat,3/5/16,20:00 (13:00),Nice,2–1,Troyes,"13,160",Stade de Nice,Bartolomeu Varela,Match Report,
29,Sun,3/6/16,14:00 (07:00),Marseille,1–1,Toulouse,"41,080",Orange Vélodrome,Benoît Millot,Match Report,
29,Sun,3/6/16,17:00 (10:00),Rennes,4–1,Nantes,"29,060",Roazhon Park,Ruddy Buquet,Match Report,
29,Sun,3/6/16,21:00 (14:00),Lyon,5–1,Guingamp,"33,133",Groupama Stadium,Frédy Fautrel,Match Report,
,,,,,,,,,,,
27,Wed,3/9/16,18:30 (11:30),Bastia,0–0,Nantes,"11,071",Stade Armand Césari,Ruddy Buquet,Match Report,
,,,,,,,,,,,
28,Wed,3/9/16,18:30 (11:30),Gazélec Ajaccio,1–1,Marseille,"4,103",Stade Ange Casanova,Stéphane Lannoy,Match Report,
,,,,,,,,,,,
30,Fri,3/11/16,20:30 (13:30),Monaco,2–2,Reims,"5,738",Stade Louis II.,Benoît Millot,Match Report,
30,Sat,3/12/16,17:00 (10:00),Lorient,1–1,Marseille,"15,599",Stade Yves Allainmat - Le Moustoir,Ruddy Buquet,Match Report,
30,Sat,3/12/16,20:00 (13:00),Guingamp,2–0,Saint-Étienne,"13,981",Stade du Roudourou,Stéphane Jochem,Match Report,
30,Sat,3/12/16,20:00 (13:00),Bastia,1–2,Lille,"10,727",Stade Armand Césari,Saïd Ennjimi,Match Report,
30,Sat,3/12/16,20:00 (13:00),Montpellier,0–2,Nice,"13,462",Stade de la Mosson,Lionel Jaffredo,Match Report,
30,Sat,3/12/16,20:00 (13:00),Toulouse,4–0,Bordeaux,"12,292",Stadium Municipal,Stéphane Lannoy,Match Report,
30,Sat,3/12/16,20:00 (13:00),Gazélec Ajaccio,1–0,Caen,"3,488",Stade Ange Casanova,Bartolomeu Varela,Match Report,
30,Sun,3/13/16,14:00 (08:00),Troyes,0–9,Paris S-G,"19,184",Stade de l'Aube,François Letexier,Match Report,
30,Sun,3/13/16,17:00 (11:00),Nantes,2–0,Angers,"32,611",Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,Match Report,
30,Sun,3/13/16,21:00 (15:00),Rennes,2–2,Lyon,"25,830",Roazhon Park,Franck Schneider,Match Report,
,,,,,,,,,,,
31,Fri,3/18/16,20:30 (14:30),Marseille,2–5,Rennes,"40,077",Orange Vélodrome,Sébastien Moreira,Match Report,
31,Sat,3/19/16,17:00 (11:00),Saint-Étienne,3–0,Montpellier,"28,037",Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
31,Sat,3/19/16,20:00 (14:00),Angers,5–1,Lorient,"11,553",Stade Raymond Kopa,Johan Hamel,Match Report,
31,Sat,3/19/16,20:00 (14:00),Lille,1–0,Toulouse,"29,836",Stade Pierre-Mauroy,Bartolomeu Varela,Match Report,
31,Sat,3/19/16,20:00 (14:00),Reims,0–1,Guingamp,"14,433",Stade Auguste-Delaune II,Franck Schneider,Match Report,
31,Sat,3/19/16,20:00 (14:00),Caen,2–1,Troyes,"17,585",Stade Michel d'Ornano,Lionel Jaffredo,Match Report,
31,Sat,3/19/16,21:00 (15:00),Lyon,2–0,Nantes,"47,505",Groupama Stadium,Benoît Millot,Match Report,
31,Sun,3/20/16,14:00 (08:00),Bordeaux,1–1,Bastia,"21,927",Stade Matmut-Atlantique,Tony Chapron,Match Report,
31,Sun,3/20/16,17:00 (11:00),Nice,3–0,Gazélec Ajaccio,"19,066",Stade de Nice,Nicolas Rainville,Match Report,
31,Sun,3/20/16,21:00 (15:00),Paris S-G,0–2,Monaco,"46,569",Parc des Princes,Antony Gautier,Match Report,
,,,,,,,,,,,
32,Fri,4/1/16,20:30 (13:30),Monaco,1–2,Bordeaux,"6,852",Stade Louis II.,Benoît Bastien,Match Report,
32,Sat,4/2/16,17:00 (10:00),Paris S-G,4–1,Nice,"46,919",Parc des Princes,Mikael Lesage,Match Report,
32,Sat,4/2/16,20:00 (13:00),Guingamp,2–2,Montpellier,"13,640",Stade du Roudourou,Ruddy Buquet,Match Report,
32,Sat,4/2/16,20:00 (13:00),Rennes,3–1,Reims,"24,828",Roazhon Park,Saïd Ennjimi,Match Report,
32,Sat,4/2/16,20:00 (13:00),Toulouse,2–0,Caen,"14,002",Stadium Municipal,François Letexier,Match Report,
32,Sat,4/2/16,20:00 (13:00),Gazélec Ajaccio,0–2,Saint-Étienne,"3,665",Stade Ange Casanova,Clément Turpin,Match Report,
32,Sat,4/2/16,20:00 (13:00),Troyes,0–1,Angers,"10,472",Stade de l'Aube,Stéphane Jochem,Match Report,
32,Sun,4/3/16,14:00 (07:00),Nantes,0–3,Lille,"25,518",Stade de la Beaujoire - Louis Fonteneau,Tony Chapron,Match Report,
32,Sun,4/3/16,17:00 (10:00),Bastia,2–1,Marseille,"13,141",Stade Armand Césari,Lionel Jaffredo,Match Report,
32,Sun,4/3/16,21:00 (14:00),Lorient,1–3,Lyon,"15,132",Stade Yves Allainmat - Le Moustoir,Frédy Fautrel,Match Report,
,,,,,,,,,,,
33,Fri,4/8/16,20:30 (13:30),Montpellier,0–2,Lyon,"15,066",Stade de la Mosson,Antony Gautier,Match Report,
33,Sat,4/9/16,17:00 (10:00),Guingamp,0–2,Paris S-G,"18,363",Stade du Roudourou,Frédy Fautrel,Match Report,
33,Sat,4/9/16,20:00 (13:00),Saint-Étienne,1–0,Troyes,"29,824",Stade Geoffroy-Guichard,Johan Hamel,Match Report,
33,Sat,4/9/16,20:00 (13:00),Reims,2–1,Nantes,"12,143",Stade Auguste-Delaune II,Bartolomeu Varela,Match Report,
33,Sat,4/9/16,20:00 (13:00),Angers,0–0,Gazélec Ajaccio,"11,474",Stade Raymond Kopa,Jérôme Miguelgorry,Match Report,
33,Sat,4/9/16,20:00 (13:00),Toulouse,4–0,Bastia,"17,407",Stadium Municipal,Ruddy Buquet,Match Report,
33,Sat,4/9/16,20:00 (13:00),Caen,1–2,Lorient,"17,408",Stade Michel d'Ornano,Nicolas Rainville,Match Report,
33,Sun,4/10/16,14:00 (07:00),Lille,4–1,Monaco,"32,125",Stade Pierre-Mauroy,Sébastien Moreira,Match Report,
33,Sun,4/10/16,17:00 (10:00),Nice,3–0,Rennes,"23,622",Stade de Nice,Clément Turpin,Match Report,
33,Sun,4/10/16,21:00 (14:00),Marseille,0–0,Bordeaux,"43,344",Orange Vélodrome,Franck Schneider,Match Report,
,,,,,,,,,,,
34,Fri,4/15/16,20:30 (13:30),Lyon,1–1,Nice,"55,744",Groupama Stadium,Lionel Jaffredo,Match Report,
34,Sat,4/16/16,17:00 (10:00),Paris S-G,6–0,Caen,"44,807",Parc des Princes,Bartolomeu Varela,Match Report,
34,Sat,4/16/16,20:00 (13:00),Lorient,1–1,Toulouse,"13,212",Stade Yves Allainmat - Le Moustoir,Stéphane Lannoy,Match Report,
34,Sat,4/16/16,20:00 (13:00),Gazélec Ajaccio,2–4,Lille,"3,605",Stade Ange Casanova,François Letexier,Match Report,
34,Sat,4/16/16,20:00 (13:00),Bordeaux,1–3,Angers,"24,611",Stade Matmut-Atlantique,Ruddy Buquet,Match Report,
34,Sat,4/16/16,20:00 (13:00),Troyes,2–1,Reims,"12,650",Stade de l'Aube,Tony Chapron,Match Report,
34,Sat,4/16/16,20:00 (13:00),Bastia,0–1,Saint-Étienne,"11,631",Stade Armand Césari,Benoît Millot,Match Report,
34,Sun,4/17/16,14:00 (07:00),Nantes,0–2,Montpellier,"21,789",Stade de la Beaujoire - Louis Fonteneau,Stéphane Jochem,Match Report,
34,Sun,4/17/16,17:00 (10:00),Rennes,0–3,Guingamp,"29,068",Roazhon Park,Mikael Lesage,Match Report,
34,Sun,4/17/16,21:00 (14:00),Monaco,2–1,Marseille,"10,056",Stade Louis II.,Antony Gautier,Match Report,
,,,,,,,,,,,
35,Fri,4/22/16,20:30 (13:30),Nice,2–0,Reims,"21,913",Stade de Nice,Benoît Bastien,Match Report,
35,Sat,4/23/16,17:30 (10:30),Toulouse,2–3,Lyon,"24,316",Stadium Municipal,Clément Turpin,Match Report,
35,Sun,4/24/16,14:00 (07:00),Marseille,1–1,Nantes,"19,898",Orange Vélodrome,Stéphane Lannoy,Match Report,
35,Sun,4/24/16,17:00 (10:00),Gazélec Ajaccio,3–2,Bastia,"4,104",Stade Ange Casanova,Sébastien Moreira,Match Report,
35,Sun,4/24/16,17:00 (10:00),Saint-Étienne,2–0,Lorient,"29,550",Stade Geoffroy-Guichard,Amaury Delerue,Match Report,
35,Sun,4/24/16,17:00 (10:00),Guingamp,1–1,Caen,"16,203",Stade du Roudourou,Benoît Millot,Match Report,
35,Sun,4/24/16,17:00 (10:00),Montpellier,4–1,Troyes,"14,323",Stade de la Mosson,Mikael Lesage,Match Report,
35,Sun,4/24/16,21:00 (14:00),Rennes,1–1,Monaco,"23,251",Roazhon Park,Frédy Fautrel,Match Report,
35,Wed,4/27/16,18:30 (11:30),Lille,0–0,Angers,"32,001",Stade Pierre-Mauroy,Johan Hamel,Match Report,
,,,,,,,,,,,
36,Fri,4/29/16,20:30 (13:30),Paris S-G,4–0,Rennes,"45,341",Parc des Princes,Amaury Delerue,Match Report,
36,Sat,4/30/16,14:00 (07:00),Nantes,1–0,Nice,"21,442",Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
36,Sat,4/30/16,17:00 (10:00),Saint-Étienne,0–0,Toulouse,"30,578",Stade Geoffroy-Guichard,Lionel Jaffredo,Match Report,
36,Sat,4/30/16,19:00 (12:00),Caen,0–0,Bastia,"17,016",Stade Michel d'Ornano,Jérôme Miguelgorry,Match Report,
36,Sat,4/30/16,19:00 (12:00),Reims,2–3,Montpellier,"19,716",Stade Auguste-Delaune II,Frédy Fautrel,Match Report,
36,Sat,4/30/16,19:00 (12:00),Troyes,2–4,Bordeaux,"13,442",Stade de l'Aube,Bartolomeu Varela,Match Report,
36,Sat,4/30/16,19:00 (12:00),Monaco,3–2,Guingamp,"6,669",Stade Louis II.,Clément Turpin,Match Report,
36,Sat,4/30/16,19:00 (12:00),Lorient,0–1,Lille,"11,501",Stade Yves Allainmat - Le Moustoir,Benoît Bastien,Match Report,
36,Sat,4/30/16,21:00 (14:00),Lyon,2–1,Gazélec Ajaccio,"50,546",Groupama Stadium,Nicolas Rainville,Match Report,
36,Sun,5/1/16,17:00 (10:00),Angers,0–1,Marseille,"16,198",Stade Raymond Kopa,Tony Chapron,Match Report,
,,,,,,,,,,,
37,Sat,5/7/16,21:00 (14:00),Lyon,6–1,Monaco,"56,696",Groupama Stadium,Ruddy Buquet,Match Report,
37,Sat,5/7/16,21:00 (14:00),Bastia,1–0,Angers,"11,817",Stade Armand Césari,Stéphane Lannoy,Match Report,
37,Sat,5/7/16,21:00 (14:00),Bordeaux,3–0,Lorient,"23,117",Stade Matmut-Atlantique,Stéphane Jochem,Match Report,
37,Sat,5/7/16,21:00 (14:00),Nice,2–0,Saint-Étienne,"35,596",Stade de Nice,Benoît Millot,Match Report,
37,Sat,5/7/16,21:00 (14:00),Marseille,1–0,Reims,"20,767",Orange Vélodrome,Nicolas Rainville,Match Report,
37,Sat,5/7/16,21:00 (14:00),Gazélec Ajaccio,0–4,Paris S-G,"3,970",Stade Ange Casanova,Mikael Lesage,Match Report,
37,Sat,5/7/16,21:00 (14:00),Nantes,1–2,Caen,"30,321",Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Match Report,
37,Sat,5/7/16,21:00 (14:00),Lille,0–0,Guingamp,"30,298",Stade Pierre-Mauroy,Amaury Delerue,Match Report,
37,Sat,5/7/16,21:00 (14:00),Toulouse,1–0,Troyes,"29,444",Stadium Municipal,Antony Gautier,Match Report,
37,Sat,5/7/16,21:00 (14:00),Montpellier,2–0,Rennes,"13,004",Stade de la Mosson,Sébastien Moreira,Match Report,
,,,,,,,,,,,
35,Wed,5/11/16,20:30 (13:30),Bordeaux,1–1,Paris S-G,"38,026",Stade Matmut-Atlantique,François Letexier,Match Report,
,,,,,,,,,,,
38,Sat,5/14/16,21:00 (14:00),Monaco,2–0,Montpellier,"9,318",Stade Louis II.,Benoît Bastien,Match Report,
38,Sat,5/14/16,21:00 (14:00),Paris S-G,4–0,Nantes,"47,844",Parc des Princes,Lionel Jaffredo,Match Report,
38,Sat,5/14/16,21:00 (14:00),Rennes,1–2,Bastia,"21,429",Roazhon Park,Mikael Lesage,Match Report,
38,Sat,5/14/16,21:00 (14:00),Lorient,1–0,Gazélec Ajaccio,"12,616",Stade Yves Allainmat - Le Moustoir,Benoît Millot,Match Report,
38,Sat,5/14/16,21:00 (14:00),Reims,4–1,Lyon,"17,432",Stade Auguste-Delaune II,Amaury Delerue,Match Report,
38,Sat,5/14/16,21:00 (14:00),Angers,2–3,Toulouse,"15,131",Stade Raymond Kopa,Frédy Fautrel,Match Report,
38,Sat,5/14/16,21:00 (14:00),Caen,1–0,Bordeaux,"19,599",Stade Michel d'Ornano,Tony Chapron,Match Report,
38,Sat,5/14/16,21:00 (14:00),Guingamp,2–3,Nice,"17,236",Stade du Roudourou,Ruddy Buquet,Match Report,
38,Sat,5/14/16,21:00 (14:00),Troyes,1–1,Marseille,"16,623",Stade de l'Aube,François Letexier,Match Report,
38,Sat,5/14/16,21:00 (14:00),Saint-Étienne,0–1,Lille,"39,550",Stade Geoffroy-Guichard,Clément Turpin,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Fri,8/12/16,20:00 (13:00),Bastia,0–1,Paris S-G,"13,122",Stade Armand Césari,Franck Schneider,Match Report,
1,Fri,8/12/16,20:30 (13:30),Monaco,2–2,Guingamp,"8,019",Stade Louis II.,Jérôme Miguelgorry,Match Report,
1,Sat,8/13/16,17:00 (10:00),Bordeaux,3–2,Saint-Étienne,"34,212",Stade Matmut-Atlantique,Lionel Jaffredo,Match Report,
1,Sat,8/13/16,20:00 (13:00),Caen,3–2,Lorient,"16,920",Stade Michel d'Ornano,Johan Hamel,Match Report,
1,Sat,8/13/16,20:00 (13:00),Metz,3–2,Lille,"17,174",Stade Saint-Symphorien,Mikael Lesage,Match Report,
1,Sat,8/13/16,20:00 (13:00),Dijon,0–1,Nantes,"9,236",Stade Gaston Gérard,Karim Abed,Match Report,
1,Sat,8/13/16,20:00 (13:00),Montpellier,1–0,Angers,"10,389",Stade de la Mosson,Bartolomeu Varela,Match Report,
1,Sun,8/14/16,15:00 (08:00),Nancy,0–3,Lyon,"18,885",Stade Marcel Picot,Amaury Delerue,Match Report,
1,Sun,8/14/16,17:00 (10:00),Nice,1–0,Rennes,"19,075",Stade de Nice,Antony Gautier,Match Report,
1,Sun,8/14/16,20:45 (13:45),Marseille,0–0,Toulouse,"37,364",Orange Vélodrome,Benoît Millot,Match Report,
,,,,,,,,,,,
2,Fri,8/19/16,20:45 (13:45),Lyon,2–0,Caen,"41,171",Groupama Stadium,Benoît Millot,Match Report,
2,Sat,8/20/16,17:00 (10:00),Nantes,0–1,Monaco,"25,908",Stade de la Beaujoire - Louis Fonteneau,Stéphane Lannoy,Match Report,
2,Sat,8/20/16,20:00 (13:00),Rennes,2–0,Nancy,"20,705",Roazhon Park,Mikael Lesage,Match Report,
2,Sat,8/20/16,20:00 (13:00),Lorient,0–3,Bastia,"10,256",Stade Yves Allainmat - Le Moustoir,Amaury Delerue,Match Report,
2,Sat,8/20/16,20:00 (13:00),Toulouse,4–1,Bordeaux,"19,258",Stadium Municipal,Tony Chapron,Match Report,
2,Sat,8/20/16,20:00 (13:00),Angers,0–1,Nice,"10,142",Stade Raymond Kopa,Jérôme Miguelgorry,Match Report,
2,Sat,8/20/16,20:00 (13:00),Lille,1–0,Dijon,"25,548",Stade Pierre-Mauroy,Olivier Thual,Match Report,
2,Sun,8/21/16,15:00 (08:00),Guingamp,2–1,Marseille,"16,056",Stade du Roudourou,Benoît Bastien,Match Report,
2,Sun,8/21/16,17:00 (10:00),Saint-Étienne,3–1,Montpellier,"23,661",Stade Geoffroy-Guichard,Ruddy Buquet,Match Report,
2,Sun,8/21/16,20:45 (13:45),Paris S-G,3–0,Metz,"46,011",Parc des Princes,François Letexier,Match Report,
,,,,,,,,,,,
3,Fri,8/26/16,20:45 (13:45),Marseille,2–0,Lorient,"26,193",Orange Vélodrome,Antony Gautier,Match Report,
3,Sat,8/27/16,17:00 (10:00),Dijon,4–2,Lyon,"10,369",Stade Gaston Gérard,Johan Hamel,Match Report,
3,Sat,8/27/16,20:00 (13:00),Metz,2–0,Angers,"14,805",Stade Saint-Symphorien,Karim Abed,Match Report,
3,Sat,8/27/16,20:00 (13:00),Montpellier,1–1,Rennes,"9,163",Stade de la Mosson,Benoît Millot,Match Report,
3,Sat,8/27/16,20:00 (13:00),Nice,1–1,Lille,"16,355",Stade de Nice,François Letexier,Match Report,
3,Sat,8/27/16,20:00 (13:00),Caen,2–0,Bastia,"15,695",Stade Michel d'Ornano,Lionel Jaffredo,Match Report,
3,Sat,8/27/16,20:00 (13:00),Nancy,0–2,Guingamp,"15,587",Stade Marcel Picot,Franck Schneider,Match Report,
3,Sun,8/28/16,15:00 (08:00),Bordeaux,1–0,Nantes,"23,207",Stade Matmut-Atlantique,Benoît Bastien,Match Report,
3,Sun,8/28/16,17:00 (10:00),Saint-Étienne,0–0,Toulouse,"23,786",Stade Geoffroy-Guichard,Bartolomeu Varela,Match Report,
3,Sun,8/28/16,20:45 (13:45),Monaco,3–1,Paris S-G,"15,219",Stade Louis II.,Ruddy Buquet,Match Report,
,,,,,,,,,,,
4,Fri,9/9/16,20:45 (13:45),Paris S-G,1–1,Saint-Étienne,"44,327",Parc des Princes,Benoît Bastien,Match Report,
4,Sat,9/10/16,17:00 (10:00),Lyon,1–3,Bordeaux,"40,976",Groupama Stadium,Ruddy Buquet,Match Report,
4,Sat,9/10/16,20:00 (13:00),Lorient,0–2,Nancy,"8,323",Stade Yves Allainmat - Le Moustoir,Olivier Thual,Match Report,
4,Sat,9/10/16,20:00 (13:00),Bastia,2–1,Toulouse,"9,966",Stade Armand Césari,Benoît Millot,Match Report,
4,Sat,9/10/16,20:00 (13:00),Lille,1–4,Monaco,"29,373",Stade Pierre-Mauroy,Tony Chapron,Match Report,
4,Sat,9/10/16,20:00 (13:00),Guingamp,1–1,Montpellier,"12,630",Stade du Roudourou,Clément Turpin,Match Report,
4,Sat,9/10/16,20:00 (13:00),Angers,3–1,Dijon,"9,553",Stade Raymond Kopa,Mikael Lesage,Match Report,
4,Sun,9/11/16,15:00 (08:00),Nantes,0–3,Metz,"19,438",Stade de la Beaujoire - Louis Fonteneau,Jérôme Miguelgorry,Match Report,
4,Sun,9/11/16,17:00 (10:00),Rennes,2–0,Caen,"20,584",Roazhon Park,Amaury Delerue,Match Report,
4,Sun,9/11/16,20:45 (13:45),Nice,3–2,Marseille,"31,194",Stade de Nice,Franck Schneider,Match Report,
,,,,,,,,,,,
5,Fri,9/16/16,20:45 (13:45),Caen,0–6,Paris S-G,740,Stade Michel d'Ornano,Clément Turpin,Match Report,
5,Sat,9/17/16,17:00 (10:00),Monaco,3–0,Rennes,"4,000",Stade Louis II.,Franck Schneider,Match Report,
5,Sat,9/17/16,20:00 (13:00),Toulouse,2–1,Guingamp,"12,109",Stadium Municipal,Johan Hamel,Match Report,
5,Sat,9/17/16,20:00 (13:00),Lorient,1–0,Lille,"8,926",Stade Yves Allainmat - Le Moustoir,Karim Abed,Match Report,
5,Sat,9/17/16,20:00 (13:00),Nancy,1–1,Nantes,"17,034",Stade Marcel Picot,Tony Chapron,Match Report,
5,Sat,9/17/16,20:00 (13:00),Dijon,0–0,Metz,"8,336",Stade Gaston Gérard,Bartolomeu Varela,Match Report,
5,Sat,9/17/16,20:00 (13:00),Bordeaux,0–1,Angers,"18,129",Stade Matmut-Atlantique,Olivier Thual,Match Report,
5,Sun,9/18/16,15:00 (08:00),Montpellier,1–1,Nice,"12,272",Stade de la Mosson,Lionel Jaffredo,Match Report,
5,Sun,9/18/16,17:00 (10:00),Saint-Étienne,1–0,Bastia,"22,245",Stade Geoffroy-Guichard,François Letexier,Match Report,
5,Sun,9/18/16,20:45 (13:45),Marseille,0–0,Lyon,"32,564",Orange Vélodrome,Antony Gautier,Match Report,
,,,,,,,,,,,
6,Tue,9/20/16,19:00 (12:00),Lille,1–2,Toulouse,"23,323",Stade Pierre-Mauroy,Jérôme Miguelgorry,Match Report,
