Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
7,Wed,9/25/13,,Bordeaux,0–0,Reims,,Stade Chaban,Alexandre Castro,Match Report,
7,Wed,9/25/13,,Monaco,3–0,Bastia,,Stade Louis II,Lionel Jaffredo,Match Report,
7,Wed,9/25/13,,Toulouse,1–0,Lorient,,Stadium,Wilfried Bien,Match Report,
7,Wed,9/25/13,,Valenciennes,0–1,Paris S-G,,Stade du Hainaut,Ruddy Buquet,Match Report,
7,Thu,9/26/13,,Montpellier,0–0,Rennes,,Stade de la Mosson et du Mondial 98,Philippe Kalt,Match Report,
,,,,,,,,,,,
8,Sat,9/28/13,,Lyon,0–0,Lille,,Stade Municipal de Gerland,Bartolomeu Varela,Match Report,
8,Sat,9/28/13,,Evian,1–1,Bordeaux,,Parc des Sports d’Annecy,Mikael Lesage,Match Report,
8,Sat,9/28/13,,Sochaux,2–0,Valenciennes,,Stade Bonal,Amaury Delerue,Match Report,
8,Sat,9/28/13,,Saint-Étienne,2–2,Bastia,,Stade Geoffroy,Antony Gautier,Match Report,
8,Sat,9/28/13,,Paris S-G,2–0,Toulouse,,Parc des Princes,Saïd Ennjimi,Match Report,
8,Sat,9/28/13,,Nice,1–0,Guingamp,,,Benoît Millot,Match Report,
8,Sat,9/28/13,,Lorient,0–2,Marseille,,Stade Yves Allainmat,Olivier Thual,Match Report,
8,Sun,9/29/13,,Reims,1–1,Monaco,,Stade Auguste Delaune,Benoît Bastien,Match Report,
8,Sun,9/29/13,,Ajaccio,1–1,Montpellier,,Stade François Coty,Sébastien Desiage,Match Report,
8,Sun,9/29/13,,Rennes,1–3,Nantes,,ROAZHON PARK,Tony Chapron,Match Report,
,,,,,,,,,,,
9,Fri,10/4/13,,Bastia,4–1,Lorient,,Stade Armand Cesari,Ruddy Buquet,Match Report,
9,Sat,10/5/13,,Toulouse,1–0,Nice,,Stadium,Alexandre Castro,Match Report,
9,Sat,10/5/13,,Valenciennes,1–1,Reims,,Stade du Hainaut,Wilfried Bien,Match Report,
9,Sat,10/5/13,,Guingamp,2–0,Rennes,,Stade Municipal du Roudourou,Lionel Jaffredo,Match Report,
9,Sat,10/5/13,,Nantes,3–0,Evian,,Stade de la Beaujoire,Laurent Duhamel,Match Report,
9,Sat,10/5/13,,Lille,3–0,Ajaccio,,Stade Pierre Mauroy,Stéphane Jochem,Match Report,
9,Sat,10/5/13,,Monaco,2–1,Saint-Étienne,,Stade Louis II,Fredy Fautrel,Match Report,
9,Sun,10/6/13,,Marseille,1–2,Paris S-G,,Stade Vélodrome,Clément Turpin,Match Report,
9,Sun,10/6/13,,Montpellier,5–1,Lyon,,Stade de la Mosson et du Mondial 98,Stéphane Lannoy,Match Report,
9,Sun,10/6/13,,Bordeaux,4–1,Sochaux,,Stade Chaban,Philippe Kalt,Match Report,
,,,,,,,,,,,
10,Fri,10/18/13,,Nice,1–0,Marseille,,,Antony Gautier,Match Report,
10,Fri,10/18/13,,Reims,1–2,Toulouse,,Stade Auguste Delaune,Mikael Lesage,Match Report,
10,Sat,10/19/13,,Ajaccio,0–1,Nantes,,Stade François Coty,Benoît Millot,Match Report,
10,Sat,10/19/13,,Evian,1–2,Guingamp,,Parc des Sports d’Annecy,Philippe Kalt,Match Report,
10,Sat,10/19/13,,Montpellier,0–1,Lille,,Stade de la Mosson et du Mondial 98,Benoît Bastien,Match Report,
10,Sat,10/19/13,,Rennes,2–2,Valenciennes,,ROAZHON PARK,Sébastien Desiage,Match Report,
10,Sat,10/19/13,,Paris S-G,4–0,Bastia,,Parc des Princes,Bartolomeu Varela,Match Report,
10,Sun,10/20/13,,Lyon,1–1,Bordeaux,,Stade Municipal de Gerland,Nicolas Rainville,Match Report,
10,Sun,10/20/13,,Sochaux,2–2,Monaco,,Stade Bonal,Olivier Thual,Match Report,
10,Sun,10/20/13,,Saint-Étienne,3–2,Lorient,,Stade Geoffroy,Amaury Delerue,Match Report,
,,,,,,,,,,,
11,Fri,10/25/13,,Nantes,0–1,Lille,,Stade de la Beaujoire,Alexandre Castro,Match Report,
11,Sat,10/26/13,,Bastia,1–0,Nice,,Stade Armand Cesari,Lionel Jaffredo,Match Report,
11,Sat,10/26/13,,Valenciennes,0–1,Evian,,Stade du Hainaut,Fredy Fautrel,Match Report,
11,Sat,10/26/13,,Lorient,2–1,Sochaux,,Stade Yves Allainmat,Stéphane Jochem,Match Report,
11,Sat,10/26/13,,Toulouse,0–5,Rennes,,Stadium,Benoît Bastien,Match Report,
11,Sat,10/26/13,,Marseille,2–3,Reims,,Stade Vélodrome,Amaury Delerue,Match Report,
11,Sat,10/26/13,,Guingamp,2–1,Ajaccio,,Stade Municipal du Roudourou,Wilfried Bien,Match Report,
11,Sun,10/27/13,,Monaco,2–1,Lyon,,Stade Louis II,Laurent Duhamel,Match Report,
11,Sun,10/27/13,,Bordeaux,2–0,Montpellier,,Stade Chaban,Tony Chapron,Match Report,
11,Sun,10/27/13,,Saint-Étienne,2–2,Paris S-G,,Stade Geoffroy,Ruddy Buquet,Match Report,
,,,,,,,,,,,
12,Fri,11/1/13,,Paris S-G,4–0,Lorient,,Parc des Princes,Laurent Duhamel,Match Report,
12,Sat,11/2/13,,Reims,4–2,Bastia,,Stade Auguste Delaune,Clément Turpin,Match Report,
12,Sat,11/2/13,,Lyon,2–0,Guingamp,,Stade Municipal de Gerland,Olivier Thual,Match Report,
12,Sat,11/2/13,,Sochaux,0–0,Saint-Étienne,,Stade Bonal,Bartolomeu Varela,Match Report,
12,Sat,11/2/13,,Evian,2–1,Toulouse,,Parc des Sports d’Annecy,Stéphane Lannoy,Match Report,
12,Sat,11/2/13,,Rennes,1–1,Marseille,,ROAZHON PARK,Alexandre Castro,Match Report,
12,Sat,11/2/13,,Ajaccio,1–3,Valenciennes,,Stade François Coty,Saïd Ennjimi,Match Report,
12,Sun,11/3/13,,Lille,2–0,Monaco,,Stade Pierre Mauroy,Wilfried Bien,Match Report,
12,Sun,11/3/13,,Montpellier,1–1,Nantes,,Stade de la Mosson et du Mondial 98,Mikael Lesage,Match Report,
12,Sun,11/3/13,,Nice,1–2,Bordeaux,,,Benoît Millot,Match Report,
,,,,,,,,,,,
13,Fri,11/8/13,,Monaco,1–1,Evian,,Stade Louis II,Saïd Ennjimi,Match Report,
13,Sat,11/9/13,,Lorient,0–0,Reims,,Stade Yves Allainmat,Sébastien Desiage,Match Report,
13,Sat,11/9/13,,Bastia,1–0,Rennes,,Stade Armand Cesari,Philippe Kalt,Match Report,
13,Sat,11/9/13,,Paris S-G,3–1,Nice,,Parc des Princes,Amaury Delerue,Match Report,
13,Sat,11/9/13,,Guingamp,0–0,Lille,,Stade Municipal du Roudourou,Tony Chapron,Match Report,
13,Sat,11/9/13,,Valenciennes,1–1,Montpellier,,Stade du Hainaut,Alexandre Castro,Match Report,
13,Sat,11/9/13,,Toulouse,1–1,Ajaccio,,Stadium,Laurent Duhamel,Match Report,
13,Sun,11/10/13,,Bordeaux,0–3,Nantes,,Stade Chaban,Fredy Fautrel,Match Report,
13,Sun,11/10/13,,Saint-Étienne,1–2,Lyon,,Stade Geoffroy,Stéphane Lannoy,Match Report,
13,Sun,11/10/13,,Marseille,2–1,Sochaux,,Stade Vélodrome,Ruddy Buquet,Match Report,
,,,,,,,,,,,
14,Fri,11/22/13,,Ajaccio,1–3,Marseille,,Stade François Coty,Lionel Jaffredo,Match Report,
14,Sat,11/23/13,,Lyon,1–1,Valenciennes,,Stade Municipal de Gerland,Amaury Delerue,Match Report,
14,Sat,11/23/13,,Rennes,1–1,Bordeaux,,ROAZHON PARK,Antony Gautier,Match Report,
14,Sat,11/23/13,,Reims,0–3,Paris S-G,,Stade Auguste Delaune,Benoît Bastien,Match Report,
14,Sat,11/23/13,,Evian,0–4,Lorient,,Parc des Sports d’Annecy,Olivier Thual,Match Report,
14,Sat,11/23/13,,Sochaux,1–1,Bastia,,Stade Bonal,Wilfried Bien,Match Report,
14,Sat,11/23/13,,Montpellier,1–1,Guingamp,,Stade de la Mosson et du Mondial 98,Stéphane Jochem,Match Report,
14,Sun,11/24/13,,Nantes,0–1,Monaco,,Stade de la Beaujoire,Tony Chapron,Match Report,
14,Sun,11/24/13,,Lille,1–0,Toulouse,,Stade Pierre Mauroy,Philippe Kalt,Match Report,
14,Sun,11/24/13,,Nice,0–1,Saint-Étienne,,,Clément Turpin,Match Report,
,,,,,,,,,,,
15,Fri,11/29/13,,Marseille,2–0,Montpellier,,Stade Vélodrome,Fredy Fautrel,Match Report,
15,Sat,11/30/13,,Valenciennes,0–1,Lille,,Stade du Hainaut,Bartolomeu Varela,Match Report,
15,Sat,11/30/13,,Guingamp,1–0,Nantes,,Stade Municipal du Roudourou,Benoît Bastien,Match Report,
15,Sat,11/30/13,,Saint-Étienne,4–0,Reims,,Stade Geoffroy,Philippe Kalt,Match Report,
15,Sat,11/30/13,,Monaco,2–0,Rennes,,Stade Louis II,Amaury Delerue,Match Report,
15,Sat,11/30/13,,Toulouse,5–1,Sochaux,,Stadium,Sébastien Desiage,Match Report,
15,Sat,11/30/13,,Lorient,3–0,Nice,,Stade Yves Allainmat,Saïd Ennjimi,Match Report,
15,Sun,12/1/13,,Bastia,2–0,Evian,,Stade Armand Cesari,Stéphane Jochem,Match Report,
15,Sun,12/1/13,,Paris S-G,4–0,Lyon,,Parc des Princes,Antony Gautier,Match Report,
15,Sun,12/1/13,,Bordeaux,4–0,Ajaccio,,Stade Chaban,Ruddy Buquet,Match Report,
,,,,,,,,,,,
16,Tue,12/3/13,,Lille,1–0,Marseille,,Stade Pierre Mauroy,Laurent Duhamel,Match Report,
16,Tue,12/3/13,,Nice,0–3,Monaco,,,Stéphane Lannoy,Match Report,
16,Tue,12/3/13,,Nantes,2–1,Valenciennes,,Stade de la Beaujoire,Ruddy Buquet,Match Report,
16,Wed,12/4/13,,Rennes,3–1,Saint-Étienne,,ROAZHON PARK,Olivier Thual,Match Report,
16,Wed,12/4/13,,Evian,2–0,Paris S-G,,Parc des Sports d’Annecy,Lionel Jaffredo,Match Report,
16,Wed,12/4/13,,Montpellier,0–2,Lorient,,Stade de la Mosson et du Mondial 98,Wilfried Bien,Match Report,
16,Wed,12/4/13,,Guingamp,0–1,Bordeaux,,Stade Municipal du Roudourou,Sébastien Desiage,Match Report,
16,Wed,12/4/13,,Sochaux,0–2,Reims,,Stade Bonal,Tony Chapron,Match Report,
16,Wed,12/4/13,,Ajaccio,1–1,Bastia,,Stade Parsemain,Alexandre Castro,Match Report,
16,Thu,12/5/13,,Lyon,1–1,Toulouse,,Stade Municipal de Gerland,Benoît Millot,Match Report,
,,,,,,,,,,,
17,Fri,12/6/13,,Marseille,0–1,Nantes,,Stade Vélodrome,Clément Turpin,Match Report,
17,Sat,12/7/13,,Lorient,2–0,Rennes,,Stade Yves Allainmat,Fredy Fautrel,Match Report,
17,Sat,12/7/13,,Paris S-G,5–0,Sochaux,,Parc des Princes,Saïd Ennjimi,Match Report,
17,Sat,12/7/13,,Reims,1–0,Nice,,Stade Auguste Delaune,Stéphane Jochem,Match Report,
17,Sat,12/7/13,,Valenciennes,1–1,Guingamp,,Stade du Hainaut,Philippe Kalt,Match Report,
17,Sun,12/8/13,,Bordeaux,1–0,Lille,,Stade Chaban,Nicolas Rainville,Match Report,
17,Sun,12/8/13,,Bastia,1–3,Lyon,,Stade Armand Cesari,Bartolomeu Varela,Match Report,
17,Sun,12/8/13,,Toulouse,1–1,Montpellier,,Stadium,Benoît Bastien,Match Report,
17,Sun,12/8/13,,Monaco,1–0,Ajaccio,,Stade Louis II,Antony Gautier,Match Report,
,,,,,,,,,,,
18,Fri,12/13/13,,Montpellier,0–1,Saint-Étienne,,Stade de la Mosson et du Mondial 98,Bartolomeu Varela,Match Report,
18,Sat,12/14/13,,Nantes,1–2,Toulouse,,Stade de la Beaujoire,Alexandre Castro,Match Report,
18,Sat,12/14/13,,Rennes,1–3,Paris S-G,,ROAZHON PARK,Stéphane Lannoy,Match Report,
18,Sat,12/14/13,,Evian,1–1,Reims,,Parc des Sports d’Annecy,Antony Gautier,Match Report,
18,Sat,12/14/13,,Ajaccio,1–2,Lorient,,Stade François Coty,Benoît Millot,Match Report,
18,Sat,12/14/13,,Guingamp,0–2,Monaco,,Stade Municipal du Roudourou,Laurent Duhamel,Match Report,
18,Sat,12/14/13,,Nice,1–0,Sochaux,,,Olivier Thual,Match Report,
18,Sun,12/15/13,,Lyon,2–2,Marseille,,Stade Municipal de Gerland,Ruddy Buquet,Match Report,
18,Sun,12/15/13,,Lille,2–1,Bastia,,Stade Pierre Mauroy,Sébastien Desiage,Match Report,
18,Sun,12/15/13,,Bordeaux,2–1,Valenciennes,,Stade Chaban,Mikael Lesage,Match Report,
,,,,,,,,,,,
19,Fri,12/20/13,,Monaco,1–2,Valenciennes,,Stade Louis II,Olivier Thual,Match Report,
19,Sat,12/21/13,,Reims,4–1,Ajaccio,,Stade Auguste Delaune,Stéphane Lannoy,Match Report,
19,Sat,12/21/13,,Saint-Étienne,2–0,Nantes,,Stade Geoffroy,Lionel Jaffredo,Match Report,
19,Sat,12/21/13,,Bastia,0–0,Montpellier,,Stade Armand Cesari,Antony Gautier,Match Report,
19,Sat,12/21/13,,Toulouse,0–0,Guingamp,,Stadium,Wilfried Bien,Match Report,
19,Sat,12/21/13,,Sochaux,2–1,Rennes,,Stade Bonal,Mikael Lesage,Match Report,
19,Sat,12/21/13,,Nice,3–1,Evian,,,Nicolas Rainville,Match Report,
19,Sun,12/22/13,,Marseille,2–2,Bordeaux,,Stade Vélodrome,Benoît Bastien,Match Report,
19,Sun,12/22/13,,Lorient,2–2,Lyon,,Stade Yves Allainmat,Clément Turpin,Match Report,
19,Sun,12/22/13,,Paris S-G,2–2,Lille,,Parc des Princes,Fredy Fautrel,Match Report,
,,,,,,,,,,,
17,Wed,1/8/14,,Saint-Étienne,1–0,Evian,,Stade Geoffroy,Ruddy Buquet,Match Report,
,,,,,,,,,,,
20,Fri,1/10/14,,Montpellier,1–1,Monaco,,Stade de la Mosson et du Mondial 98,Amaury Delerue,Match Report,
20,Sat,1/11/14,,Valenciennes,3–2,Bastia,,Stade du Hainaut,Clément Turpin,Match Report,
20,Sat,1/11/14,,Rennes,0–0,Nice,,ROAZHON PARK,Sébastien Desiage,Match Report,
20,Sat,1/11/14,,Bordeaux,0–1,Toulouse,,Stade Chaban,Laurent Duhamel,Match Report,
20,Sat,1/11/14,,Lyon,2–0,Sochaux,,Stade Municipal de Gerland,Stéphane Lannoy,Match Report,
20,Sat,1/11/14,,Guingamp,0–0,Saint-Étienne,,Stade Municipal du Roudourou,Stéphane Jochem,Match Report,
20,Sat,1/11/14,,Ajaccio,1–2,Paris S-G,,Stade François Coty,Nicolas Rainville,Match Report,
20,Sun,1/12/14,,Evian,1–2,Marseille,,Parc des Sports d’Annecy,Philippe Kalt,Match Report,
20,Sun,1/12/14,,Lille,1–2,Reims,,Stade Pierre Mauroy,Alexandre Castro,Match Report,
20,Sun,1/12/14,,Nantes,1–0,Lorient,,Stade de la Beaujoire,Saïd Ennjimi,Match Report,
,,,,,,,,,,,
21,Fri,1/17/14,,Saint-Étienne,2–0,Lille,,Stade Geoffroy,Benoît Bastien,Match Report,
21,Sat,1/18/14,,Rennes,0–0,Evian,,ROAZHON PARK,Benoît Millot,Match Report,
21,Sat,1/18/14,,Sochaux,0–2,Montpellier,,Stade Bonal,Alexandre Castro,Match Report,
21,Sat,1/18/14,,Lorient,2–0,Guingamp,,Stade Yves Allainmat,Antony Gautier,Match Report,
21,Sat,1/18/14,,Bastia,1–0,Bordeaux,,Stade Armand Cesari,Wilfried Bien,Match Report,
21,Sat,1/18/14,,Nice,2–0,Ajaccio,,,Lionel Jaffredo,Match Report,
21,Sun,1/19/14,,Toulouse,0–2,Monaco,,Stadium,Tony Chapron,Match Report,
21,Sun,1/19/14,,Reims,0–2,Lyon,,Stade Auguste Delaune,Olivier Thual,Match Report,
21,Sun,1/19/14,,Paris S-G,5–0,Nantes,,Parc des Princes,Amaury Delerue,Match Report,
,,,,,,,,,,,
22,Fri,1/24/14,,Lille,1–1,Rennes,,Stade Pierre Mauroy,Ruddy Buquet,Match Report,
22,Sat,1/25/14,,Montpellier,3–1,Nice,,Stade de la Mosson et du Mondial 98,Benoît Millot,Match Report,
22,Sat,1/25/14,,Ajaccio,1–1,Sochaux,,Stade François Coty,Laurent Duhamel,Match Report,
22,Sat,1/25/14,,Guingamp,1–1,Paris S-G,,Stade Municipal du Roudourou,Saïd Ennjimi,Match Report,
22,Sat,1/25/14,,Valenciennes,1–1,Lorient,,Stade du Hainaut,Stéphane Jochem,Match Report,
22,Sat,1/25/14,,Nantes,0–0,Reims,,Stade de la Beaujoire,Mikael Lesage,Match Report,
22,Sun,1/26/14,,Monaco,2–0,Marseille,,Stade Louis II,Clément Turpin,Match Report,
22,Sun,1/26/14,,Lyon,3–0,Evian,,Stade Municipal de Gerland,Tony Chapron,Match Report,
22,Sun,1/26/14,,Bordeaux,2–0,Saint-Étienne,,Stade Chaban,Nicolas Rainville,Match Report,
,,,,,,,,,,,
21,Wed,1/29/14,,Marseille,2–1,Valenciennes,,Stade Vélodrome,Bartolomeu Varela,Match Report,
,,,,,,,,,,,
23,Fri,1/31/14,,Paris S-G,2–0,Bordeaux,,Parc des Princes,Tony Chapron,Match Report,
23,Sat,2/1/14,,Bastia,3–2,Guingamp,,Stade Armand Cesari,Nicolas Rainville,Match Report,
23,Sat,2/1/14,,Reims,2–4,Montpellier,,Stade Auguste Delaune,Bartolomeu Varela,Match Report,
23,Sat,2/1/14,,Lorient,2–2,Monaco,,Stade Yves Allainmat,Sébastien Desiage,Match Report,
23,Sat,2/1/14,,Evian,1–1,Ajaccio,,Parc des Sports d’Annecy,Amaury Delerue,Match Report,
23,Sat,2/1/14,,Sochaux,1–0,Nantes,,Stade Bonal,Olivier Thual,Match Report,
23,Sat,2/1/14,,Saint-Étienne,3–0,Valenciennes,,Stade Geoffroy,Lionel Jaffredo,Match Report,
23,Sun,2/2/14,,Nice,1–0,Lille,,,Wilfried Bien,Match Report,
23,Sun,2/2/14,,Rennes,2–0,Lyon,,ROAZHON PARK,Philippe Kalt,Match Report,
23,Sun,2/2/14,,Marseille,2–2,Toulouse,,Stade Vélodrome,Saïd Ennjimi,Match Report,
,,,,,,,,,,,
24,Fri,2/7/14,,Toulouse,0–0,Saint-Étienne,,Stadium,Antony Gautier,Match Report,
24,Sat,2/8/14,,Valenciennes,2–1,Nice,,Stade du Hainaut,Ruddy Buquet,Match Report,
24,Sat,2/8/14,,Ajaccio,3–1,Rennes,,Stade François Coty,Benoît Bastien,Match Report,
24,Sat,2/8/14,,Marseille,3–0,Bastia,,Stade Vélodrome,Benoît Millot,Match Report,
24,Sat,2/8/14,,Montpellier,1–1,Evian,,Stade de la Mosson et du Mondial 98,Mikael Lesage,Match Report,
24,Sat,2/8/14,,Lille,2–0,Sochaux,,Stade Pierre Mauroy,Stéphane Jochem,Match Report,
24,Sat,2/8/14,,Guingamp,1–2,Reims,,Stade Municipal du Roudourou,Amaury Delerue,Match Report,
24,Sun,2/9/14,,Nantes,1–2,Lyon,,Stade de la Beaujoire,Nicolas Rainville,Match Report,
24,Sun,2/9/14,,Monaco,1–1,Paris S-G,,Stade Louis II,Stéphane Lannoy,Match Report,
,,,,,,,,,,,
22,Tue,2/11/14,,Toulouse,1–3,Bastia,,Stadium,Fredy Fautrel,Match Report,
,,,,,,,,,,,
25,Fri,2/14/14,,Paris S-G,3–0,Valenciennes,,Parc des Princes,Sébastien Desiage,Match Report,
25,Sat,2/15/14,,Nice,0–0,Nantes,,,Saïd Ennjimi,Match Report,
25,Sat,2/15/14,,Rennes,2–2,Montpellier,,ROAZHON PARK,Tony Chapron,Match Report,
25,Sat,2/15/14,,Bastia,0–2,Monaco,,Stade Armand Cesari,Ruddy Buquet,Match Report,
25,Sat,2/15/14,,Sochaux,1–0,Guingamp,,Stade Bonal,Philippe Kalt,Match Report,
25,Sat,2/15/14,,Lorient,1–3,Toulouse,,Stade Yves Allainmat,Alexandre Castro,Match Report,
25,Sat,2/15/14,,Reims,1–0,Bordeaux,,Stade Auguste Delaune,Lionel Jaffredo,Match Report,
25,Sun,2/16/14,,Saint-Étienne,1–1,Marseille,,Stade Geoffroy,Fredy Fautrel,Match Report,
25,Sun,2/16/14,,Lyon,3–1,Ajaccio,,Stade Municipal de Gerland,Bartolomeu Varela,Match Report,
25,Sun,2/16/14,,Evian,2–2,Lille,,Parc des Sports d’Annecy,Laurent Duhamel,Match Report,
,,,,,,,,,,,
26,Fri,2/21/14,,Monaco,3–2,Reims,,Stade Louis II,Antony Gautier,Match Report,
26,Sat,2/22/14,,Montpellier,2–0,Ajaccio,,Stade de la Mosson et du Mondial 98,Wilfried Bien,Match Report,
26,Sat,2/22/14,,Guingamp,1–0,Nice,,Stade Municipal du Roudourou,Mikael Lesage,Match Report,
26,Sat,2/22/14,,Valenciennes,2–2,Sochaux,,Stade du Hainaut,Fredy Fautrel,Match Report,
26,Sat,2/22/14,,Marseille,1–0,Lorient,,Stade Vélodrome,Amaury Delerue,Match Report,
26,Sat,2/22/14,,Bordeaux,2–1,Evian,,Stade Chaban,Benoît Bastien,Match Report,
26,Sat,2/22/14,,Bastia,0–2,Saint-Étienne,,Stade Armand Cesari,Stéphane Lannoy,Match Report,
26,Sun,2/23/14,,Toulouse,2–4,Paris S-G,,Stadium,Nicolas Rainville,Match Report,
26,Sun,2/23/14,,Lille,0–0,Lyon,,Stade Pierre Mauroy,Benoît Millot,Match Report,
26,Sun,2/23/14,,Nantes,0–3,Rennes,,Stade de la Beaujoire,Clément Turpin,Match Report,
,,,,,,,,,,,
24,Tue,2/25/14,,Bordeaux,3–2,Lorient,,Stade Chaban,Laurent Duhamel,Match Report,
,,,,,,,,,,,
27,Fri,2/28/14,,Evian,2–0,Nantes,,Parc des Sports d’Annecy,Bartolomeu Varela,Match Report,
27,Sat,3/1/14,,Nice,0–2,Toulouse,,,Philippe Kalt,Match Report,
27,Sat,3/1/14,,Reims,3–1,Valenciennes,,Stade Auguste Delaune,Saïd Ennjimi,Match Report,
27,Sat,3/1/14,,Lorient,1–1,Bastia,,Stade Yves Allainmat,Tony Chapron,Match Report,
27,Sat,3/1/14,,Sochaux,2–0,Bordeaux,,Stade Bonal,Sébastien Desiage,Match Report,
27,Sat,3/1/14,,Saint-Étienne,2–0,Monaco,,Stade Geoffroy,Clément Turpin,Match Report,
27,Sat,3/1/14,,Rennes,0–2,Guingamp,,ROAZHON PARK,Alexandre Castro,Match Report,
27,Sun,3/2/14,,Lyon,0–0,Montpellier,,Stade Municipal de Gerland,Lionel Jaffredo,Match Report,
27,Sun,3/2/14,,Ajaccio,2–3,Lille,,Stade François Coty,Olivier Thual,Match Report,
27,Sun,3/2/14,,Paris S-G,2–0,Marseille,,Parc des Princes,Ruddy Buquet,Match Report,
,,,,,,,,,,,
28,Fri,3/7/14,,Marseille,0–1,Nice,,Stade Vélodrome,Laurent Duhamel,Match Report,
28,Sat,3/8/14,,Valenciennes,2–1,Rennes,,Stade du Hainaut,Wilfried Bien,Match Report,
28,Sat,3/8/14,,Monaco,2–1,Sochaux,,Stade Louis II,Mikael Lesage,Match Report,
28,Sat,3/8/14,,Bastia,0–3,Paris S-G,,Stade Armand Cesari,Benoît Bastien,Match Report,
28,Sat,3/8/14,,Nantes,2–2,Ajaccio,,Stade de la Beaujoire,Stéphane Lannoy,Match Report,
28,Sat,3/8/14,,Guingamp,0–1,Evian,,Stade Municipal du Roudourou,Benoît Millot,Match Report,
28,Sat,3/8/14,,Toulouse,3–2,Reims,,Stadium,Sébastien Desiage,Match Report,
28,Sun,3/9/14,,Lorient,1–0,Saint-Étienne,,Stade Yves Allainmat,Nicolas Rainville,Match Report,
28,Sun,3/9/14,,Lille,2–0,Montpellier,,Stade Pierre Mauroy,Amaury Delerue,Match Report,
28,Sun,3/9/14,,Bordeaux,1–2,Lyon,,Stade Chaban,Antony Gautier,Match Report,
,,,,,,,,,,,
29,Fri,3/14/14,,Reims,1–1,Marseille,,Stade Auguste Delaune,Benoît Bastien,Match Report,
29,Sat,3/15/14,,Ajaccio,1–2,Guingamp,,Stade François Coty,Ruddy Buquet,Match Report,
29,Sat,3/15/14,,Lille,0–0,Nantes,,Stade Pierre Mauroy,Philippe Kalt,Match Report,
29,Sat,3/15/14,,Nice,2–0,Bastia,,,Bartolomeu Varela,Match Report,
29,Sat,3/15/14,,Sochaux,2–0,Lorient,,Stade Bonal,Saïd Ennjimi,Match Report,
29,Sat,3/15/14,,Rennes,2–3,Toulouse,,ROAZHON PARK,Stéphane Jochem,Match Report,
29,Sat,3/15/14,,Evian,0–1,Valenciennes,,Parc des Sports d’Annecy,Olivier Thual,Match Report,
29,Sun,3/16/14,,Paris S-G,2–0,Saint-Étienne,,Parc des Princes,Lionel Jaffredo,Match Report,
29,Sun,3/16/14,,Montpellier,1–1,Bordeaux,,Stade de la Mosson et du Mondial 98,Alexandre Castro,Match Report,
29,Sun,3/16/14,,Lyon,2–3,Monaco,,Stade Municipal de Gerland,Fredy Fautrel,Match Report,
,,,,,,,,,,,
30,Fri,3/21/14,,Lorient,0–1,Paris S-G,,Stade Yves Allainmat,Clément Turpin,Match Report,
30,Sat,3/22/14,,Marseille,0–1,Rennes,,Stade Vélodrome,Fredy Fautrel,Match Report,
30,Sat,3/22/14,,Bordeaux,1–1,Nice,,Stade Chaban,Wilfried Bien,Match Report,
30,Sat,3/22/14,,Nantes,2–1,Montpellier,,Stade de la Beaujoire,Sébastien Desiage,Match Report,
30,Sat,3/22/14,,Bastia,2–0,Reims,,Stade Armand Cesari,Mikael Lesage,Match Report,
30,Sat,3/22/14,,Toulouse,1–1,Evian,,Stadium,Antony Gautier,Match Report,
30,Sat,3/22/14,,Valenciennes,2–3,Ajaccio,,Stade du Hainaut,Amaury Delerue,Match Report,
30,Sun,3/23/14,,Monaco,1–1,Lille,,Stade Louis II,Nicolas Rainville,Match Report,
30,Sun,3/23/14,,Guingamp,0–1,Lyon,,Stade Municipal du Roudourou,Laurent Duhamel,Match Report,
30,Sun,3/23/14,,Saint-Étienne,3–1,Sochaux,,Stade Geoffroy,Benoît Millot,Match Report,
,,,,,,,,,,,
31,Fri,3/28/14,,Nice,0–1,Paris S-G,,,Saïd Ennjimi,Match Report,
31,Sat,3/29/14,,Nantes,0–0,Bordeaux,,Stade de la Beaujoire,Tony Chapron,Match Report,
31,Sat,3/29/14,,Reims,1–1,Lorient,,Stade Auguste Delaune,Olivier Thual,Match Report,
31,Sat,3/29/14,,Ajaccio,2–2,Toulouse,,Stade François Coty,Nicolas Rainville,Match Report,
31,Sat,3/29/14,,Montpellier,0–0,Valenciennes,,Stade de la Mosson et du Mondial 98,Philippe Kalt,Match Report,
31,Sat,3/29/14,,Evian,1–0,Monaco,,Parc des Sports d’Annecy,Lionel Jaffredo,Match Report,
31,Sat,3/29/14,,Sochaux,1–1,Marseille,,Stade Bonal,Bartolomeu Varela,Match Report,
31,Sun,3/30/14,,Lyon,1–2,Saint-Étienne,,Stade Municipal de Gerland,Ruddy Buquet,Match Report,
31,Sun,3/30/14,,Rennes,3–0,Bastia,,ROAZHON PARK,Stéphane Lannoy,Match Report,
31,Sun,3/30/14,,Lille,1–0,Guingamp,,Stade Pierre Mauroy,Wilfried Bien,Match Report,
,,,,,,,,,,,
32,Fri,4/4/14,,Marseille,3–1,Ajaccio,,Stade Vélodrome,Stéphane Lannoy,Match Report,
32,Sat,4/5/14,,Paris S-G,3–0,Reims,,Parc des Princes,Laurent Duhamel,Match Report,
32,Sat,4/5/14,,Bordeaux,2–2,Rennes,,Stade Chaban,Mikael Lesage,Match Report,
