Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
24,Sat,2016-02-27,18:30 (12:30),Arouca,0–0,Braga,740,Estádio Municipal de Arouca,João Pinheiro,Match Report,
24,Sat,2016-02-27,20:45 (14:45),Estoril,3–0,Vitória Setúbal,807,Estádio António Coimbra da Mota,André Moreira,Match Report,
24,Sun,2016-02-28,16:00 (10:00),Moreirense,1–2,Tondela,"2,129",P.D. Comendador Joaquim de Almeida Freit...,Rui Oliveira,Match Report,
24,Sun,2016-02-28,16:00 (10:00),Marítimo,1–0,Académica,"6,756",Estádio dos Barreiros,Artur Soares Dias,Match Report,
24,Sun,2016-02-28,19:15 (13:15),Belenenses,1–2,Porto,"7,392",Estádio do Restelo,João Santos Capela,Match Report,
24,Mon,2016-02-29,19:45 (13:45),Benfica,2–0,União,"44,485",Estádio do Sport Lisboa e Benfica,Cosme Cunha Machado,Match Report,
24,Mon,2016-02-29,20:00 (14:00),Vitória,0–0,Sporting CP,"19,924",Estádio Dom Afonso Henriques,Tiago Martins,Match Report,

25,Fri,2016-03-04,20:30 (14:30),Paços,2–2,Marítimo,"1,208",Estádio da Capital do Móvel,Manuel Mota,Match Report,
25,Sat,2016-03-05,20:45 (14:45),Sporting CP,0–1,Benfica,"49,699",Estádio José Alvalade,Artur Soares Dias,Match Report,
25,Sun,2016-03-06,16:00 (10:00),Vitória Setúbal,0–1,Moreirense,"18,694",Estádio do Bonfim,João Santos Capela,Match Report,
25,Sun,2016-03-06,16:00 (10:00),Boavista,0–1,Nacional,"4,482",Estádio do Bessa Século XXI,Tiago Martins,Match Report,
25,Sun,2016-03-06,16:00 (10:00),União,0–0,Belenenses,"1,975",Estádio Municipal de Machico,Sérgio Sousa,Match Report,
25,Sun,2016-03-06,16:00 (10:00),Tondela,0–1,Arouca,"1,604",Estádio João Cardoso,Nuno Miguel Serrano Almeida,Match Report,
25,Sun,2016-03-06,18:15 (12:15),Académica,2–0,Vitória,"4,889",Estádio EFAPEL,Manuel Oliveira,Match Report,
25,Sun,2016-03-06,20:30 (14:30),Braga,3–1,Porto,"18,202",Estádio Municipal de Braga,Carlos Xistra,Match Report,
25,Mon,2016-03-07,20:00 (14:00),Rio Ave,1–3,Estoril,"2,170",Estádio do Rio Ave Futebol Clube,Tiago Antunes,Match Report,

26,Fri,2016-03-11,20:30 (14:30),Marítimo,0–3,Boavista,"6,328",Estádio dos Barreiros,Bruno Paixão,Match Report,
26,Sat,2016-03-12,18:30 (12:30),Estoril,1–2,Sporting CP,"7,739",Estádio António Coimbra da Mota,Manuel Mota,Match Report,
26,Sat,2016-03-12,20:45 (14:45),Porto,3–2,União,"20,309",Estádio Do Dragão,Manuel Oliveira,Match Report,
26,Sun,2016-03-13,16:00 (11:00),Moreirense,2–2,Académica,"2,712",P.D. Comendador Joaquim de Almeida Freit...,Fábio Costa,Match Report,
26,Sun,2016-03-13,16:00 (11:00),Arouca,1–0,Vitória Setúbal,"1,085",Estádio Municipal de Arouca,Tiago Martins,Match Report,
26,Sun,2016-03-13,16:00 (11:00),Nacional,1–0,Rio Ave,"2,059",Estádio da Madeira,Jorge Ferreira,Match Report,
26,Sun,2016-03-13,18:15 (13:15),Vitória,0–1,Paços,"12,565",Estádio Dom Afonso Henriques,João Santos Capela,Match Report,
26,Sun,2016-03-13,20:30 (15:30),Belenenses,3–0,Braga,"3,823",Estádio do Restelo,Rui Costa,Match Report,
26,Mon,2016-03-14,20:00 (15:00),Benfica,4–1,Tondela,"51,314",Estádio do Sport Lisboa e Benfica,Luís Ferreira,Match Report,

27,Fri,2016-03-18,20:30 (15:30),Rio Ave,1–0,Marítimo,"2,403",Estádio do Rio Ave Futebol Clube,Carlos Xistra,Match Report,
27,Sat,2016-03-19,18:30 (13:30),Sporting CP,5–1,Arouca,"46,014",Estádio José Alvalade,Manuel Oliveira,Match Report,
27,Sat,2016-03-19,20:45 (15:45),Vitória Setúbal,0–1,Porto,"46,014",Estádio do Bonfim,Manuel Mota,Match Report,
27,Sun,2016-03-20,16:00 (11:00),Académica,0–3,Estoril,"5,194",Estádio EFAPEL,Rui Costa,Match Report,
27,Sun,2016-03-20,16:00 (11:00),Paços,0–0,Moreirense,"3,031",Estádio da Capital do Móvel,Sérgio Sousa,Match Report,
27,Sun,2016-03-20,16:00 (11:00),Tondela,2–2,Belenenses,"1,020",Estádio João Cardoso,Cosme Cunha Machado,Match Report,
27,Sun,2016-03-20,16:00 (11:00),Nacional,3–2,Vitória,"2,792",Estádio da Madeira,Luís Godinho,Match Report,
27,Sun,2016-03-20,18:15 (13:15),Boavista,0–1,Benfica,"17,193",Estádio do Bessa Século XXI,Fábio Costa,Match Report,
27,Sun,2016-03-20,20:30 (15:30),Braga,2–0,União,"10,240",Estádio Municipal de Braga,Rui Oliveira,Match Report,

28,Fri,2016-04-01,20:30 (14:30),Benfica,5–1,Braga,"61,042",Estádio do Sport Lisboa e Benfica,Nuno Miguel Serrano Almeida,Match Report,
28,Sat,2016-04-02,16:15 (10:15),Arouca,3–2,Académica,"1,537",Estádio Municipal de Arouca,Carlos Xistra,Match Report,
28,Sat,2016-04-02,18:30 (12:30),Marítimo,2–0,Nacional,"7,098",Estádio dos Barreiros,Fábio Costa,Match Report,
28,Sat,2016-04-02,20:45 (14:45),Vitória,1–1,Boavista,"9,887",Estádio Dom Afonso Henriques,Rui Costa,Match Report,
28,Sun,2016-04-03,16:00 (10:00),União,2–2,Vitória Setúbal,"2,495",Estádio Municipal de Machico,Jorge Ferreira,Match Report,
28,Sun,2016-04-03,17:00 (11:00),Estoril,1–0,Paços,"8,000",Estádio António Coimbra da Mota,Bruno Paixão,Match Report,
28,Sun,2016-04-03,19:15 (13:15),Moreirense,0–1,Rio Ave,"1,801",P.D. Comendador Joaquim de Almeida Freit...,João Santos Capela,Match Report,
28,Mon,2016-04-04,19:00 (13:00),Porto,0–1,Tondela,"16,297",Estádio Do Dragão,Bruno Alexandre Da Silva Esteves,Match Report,
28,Mon,2016-04-04,21:00 (15:00),Belenenses,2–5,Sporting CP,"12,487",Estádio do Restelo,Tiago Martins,Match Report,

29,Fri,2016-04-08,20:30 (14:30),Boavista,0–0,Arouca,"4,688",Estádio do Bessa Século XXI,Sérgio Sousa,Match Report,
29,Sat,2016-04-09,18:30 (12:30),Académica,1–2,Benfica,"26,444",Estádio EFAPEL,João Santos Capela,Match Report,
29,Sat,2016-04-09,20:45 (14:45),Sporting CP,3–1,Marítimo,"44,230",Estádio José Alvalade,Nuno Miguel Serrano Almeida,Match Report,
29,Sun,2016-04-10,16:00 (10:00),Tondela,1–0,União,"1,771",Estádio João Cardoso,João Pinheiro,Match Report,
29,Sun,2016-04-10,16:00 (10:00),Nacional,4–1,Estoril,"2,027",Estádio da Madeira,Bruno Alexandre Da Silva Esteves,Match Report,
29,Sun,2016-04-10,16:00 (10:00),Vitória Setúbal,0–1,Belenenses,"3,059",Estádio do Bonfim,Artur Soares Dias,Match Report,
29,Sun,2016-04-10,18:15 (12:15),Paços,1–0,Porto,"3,070",Estádio da Capital do Móvel,Fábio Costa,Match Report,
29,Sun,2016-04-10,20:30 (14:30),Braga,1–1,Moreirense,"6,520",Estádio Municipal de Braga,André Moreira,Match Report,
29,Mon,2016-04-11,20:00 (14:00),Rio Ave,2–0,Vitória,"3,107",Estádio do Rio Ave Futebol Clube,Hugo Miguel,Match Report,

30,Sat,2016-04-16,16:15 (10:15),Arouca,0–0,Rio Ave,"2,304",Estádio Municipal de Arouca,Manuel Mota,Match Report,
30,Sat,2016-04-16,18:30 (12:30),Estoril,1–0,Boavista,"5,567",Estádio António Coimbra da Mota,João Pinheiro,Match Report,
30,Sat,2016-04-16,20:45 (14:45),Moreirense,0–1,Sporting CP,"4,840",P.D. Comendador Joaquim de Almeida Freit...,Bruno Paixão,Match Report,
30,Sun,2016-04-17,16:00 (10:00),Belenenses,1–1,Académica,"3,928",Estádio do Restelo,Sérgio Sousa,Match Report,
30,Sun,2016-04-17,16:00 (10:00),União,3–4,Paços,"2,348",Estádio Municipal de Machico,Hugo Miguel,Match Report,
30,Sun,2016-04-17,18:15 (12:15),Marítimo,3–0,Vitória,"5,172",Estádio dos Barreiros,Tiago Martins,Match Report,
30,Sun,2016-04-17,20:30 (14:30),Porto,4–0,Nacional,"27,207",Estádio Do Dragão,Luís Ferreira,Match Report,
30,Mon,2016-04-18,19:00 (13:00),Braga,3–0,Tondela,"6,762",Estádio Municipal de Braga,Tiago Antunes,Match Report,
30,Mon,2016-04-18,21:00 (15:00),Benfica,2–1,Vitória Setúbal,"54,855",Estádio do Sport Lisboa e Benfica,Rui Costa,Match Report,

31,Fri,2016-04-22,20:30 (14:30),Boavista,1–0,Belenenses,"8,468",Estádio do Bessa Século XXI,Bruno Alexandre Da Silva Esteves,Match Report,
31,Sat,2016-04-23,16:15 (10:15),Académica,1–2,Porto,"5,085",Estádio EFAPEL,Nuno Miguel Serrano Almeida,Match Report,
31,Sat,2016-04-23,18:30 (12:30),Sporting CP,2–0,União,"44,719",Estádio José Alvalade,Rui Costa,Match Report,
31,Sat,2016-04-23,20:45 (14:45),Paços,1–0,Braga,"2,312",Estádio da Capital do Móvel,Carlos Xistra,Match Report,
31,Sun,2016-04-24,16:00 (10:00),Nacional,0–1,Moreirense,"1,795",Estádio da Madeira,Manuel Mota,Match Report,
31,Sun,2016-04-24,16:00 (10:00),Marítimo,1–2,Arouca,"5,330",Estádio dos Barreiros,Jorge Ferreira,Match Report,
31,Sun,2016-04-24,16:00 (10:00),Vitória Setúbal,0–1,Tondela,"5,994",Estádio do Bonfim,Hugo Miguel,Match Report,
31,Sun,2016-04-24,18:15 (12:15),Vitória,1–1,Estoril,"10,061",Estádio Dom Afonso Henriques,Manuel Oliveira,Match Report,
31,Sun,2016-04-24,20:30 (14:30),Rio Ave,0–1,Benfica,"9,023",Estádio do Rio Ave Futebol Clube,Artur Soares Dias,Match Report,

32,Fri,2016-04-29,19:00 (13:00),Benfica,1–0,Vitória,"60,351",Estádio do Sport Lisboa e Benfica,Bruno Paixão,Match Report,
32,Fri,2016-04-29,21:00 (15:00),Braga,3–2,Vitória Setúbal,"12,790",Estádio Municipal de Braga,Sérgio Sousa,Match Report,
32,Sat,2016-04-30,16:00 (10:00),Tondela,1–1,Rio Ave,"2,931",Estádio João Cardoso,Bruno Alexandre Da Silva Esteves,Match Report,
32,Sat,2016-04-30,16:00 (10:00),Belenenses,0–2,Paços,"2,103",Estádio do Restelo,João Pinheiro,Match Report,
32,Sat,2016-04-30,18:30 (12:30),Porto,1–3,Sporting CP,"41,316",Estádio Do Dragão,Artur Soares Dias,Match Report,
32,Sun,2016-05-01,16:00 (10:00),Moreirense,1–1,Boavista,"3,151",P.D. Comendador Joaquim de Almeida Freit...,Miguel Hugo,Match Report,
32,Sun,2016-05-01,16:00 (10:00),Estoril,2–1,Marítimo,"4,783",Estádio António Coimbra da Mota,Carlos Xistra,Match Report,
32,Sun,2016-05-01,18:15 (12:15),Arouca,3–0,Nacional,"2,510",Estádio Municipal de Arouca,Cosme Cunha Machado,Match Report,
32,Sun,2016-05-01,20:30 (14:30),União,3–1,Académica,"2,423",Estádio Municipal de Machico,Fábio Costa,Match Report,

33,Fri,2016-05-06,20:30 (14:30),Paços,1–4,Tondela,"1,738",Estádio da Capital do Móvel,Nuno Miguel Serrano Almeida,Match Report,
33,Sat,2016-05-07,16:15 (10:15),Rio Ave,1–3,Porto,"3,201",Estádio do Rio Ave Futebol Clube,Bruno Paixão,Match Report,
33,Sat,2016-05-07,18:30 (12:30),Académica,0–0,Braga,"4,898",Estádio EFAPEL,Manuel Mota,Match Report,
33,Sat,2016-05-07,20:45 (14:45),Sporting CP,5–0,Vitória Setúbal,"43,327",Estádio José Alvalade,Tiago Martins,Match Report,
33,Sun,2016-05-08,16:00 (10:00),Nacional,2–2,Belenenses,"2,103",Estádio da Madeira,Manuel Oliveira,Match Report,
33,Sun,2016-05-08,16:00 (10:00),Boavista,1–0,União,"5,798",Estádio do Bessa Século XXI,João Santos Capela,Match Report,
33,Sun,2016-05-08,18:15 (12:15),Vitória,4–1,Moreirense,"8,975",Estádio Dom Afonso Henriques,Luís Ferreira,Match Report,
33,Sun,2016-05-08,20:30 (14:30),Marítimo,0–2,Benfica,"9,400",Estádio dos Barreiros,Fábio Costa,Match Report,
33,Mon,2016-05-09,20:00 (14:00),Estoril,1–1,Arouca,"3,258",Estádio António Coimbra da Mota,Rui Costa,Match Report,

34,Sat,2016-05-14,11:45 (05:45),Porto,4–0,Boavista,"26,122",Estádio Do Dragão,Carlos Xistra,Match Report,
34,Sat,2016-05-14,18:00 (12:00),Arouca,2–2,Vitória,"1,778",Estádio Municipal de Arouca,André Moreira,Match Report,
34,Sat,2016-05-14,19:30 (13:30),Tondela,2–0,Académica,"3,050",Estádio João Cardoso,Rui Costa,Match Report,
34,Sat,2016-05-14,19:30 (13:30),Belenenses,2–1,Estoril,"3,518",Estádio do Restelo,Bruno Alexandre Da Silva Esteves,Match Report,
34,Sat,2016-05-14,19:30 (13:30),União,1–2,Rio Ave,"2,500",Estádio Municipal de Machico,Tiago Martins,Match Report,
34,Sat,2016-05-14,19:30 (13:30),Vitória Setúbal,0–0,Paços,"10,998",Estádio do Bonfim,João Santos Capela,Match Report,
34,Sun,2016-05-15,15:00 (09:00),Moreirense,2–1,Marítimo,922,P.D. Comendador Joaquim de Almeida Freit...,Cosme Cunha Machado,Match Report,
34,Sun,2016-05-15,17:00 (11:00),Benfica,4–1,Nacional,"64,235",Estádio do Sport Lisboa e Benfica,Nuno Miguel Serrano Almeida,Match Report,
34,Sun,2016-05-15,17:00 (11:00),Braga,0–4,Sporting CP,"19,428",Estádio Municipal de Braga,Hugo Miguel,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Fri,2016-08-12,20:30 (14:30),Rio Ave,1–3,Porto,"8,357",Estádio do Rio Ave Futebol Clube,Fábio Costa,Match Report,
1,Sat,2016-08-13,16:00 (10:00),Moreirense,1–1,Paços,"2,058",P.D. Comendador Joaquim de Almeida Freit...,Manuel Oliveira,Match Report,
1,Sat,2016-08-13,18:15 (12:15),Sporting CP,2–0,Marítimo,"42,577",Estádio José Alvalade,Carlos Taborda Xistra,Match Report,
1,Sat,2016-08-13,20:30 (14:30),Tondela,0–2,Benfica,"4,973",Estádio João Cardoso,João Pedro Pinheiro,Match Report,
1,Sun,2016-08-14,16:00 (10:00),Boavista,2–0,Arouca,"4,287",Estádio do Bessa Século XXI,Bruno Duarte Paixão,Match Report,
1,Sun,2016-08-14,18:00 (12:00),Vitória Setúbal,2–0,Belenenses,"3,303",Estádio do Bonfim,Nuno Miguel Serrano Almeida,Match Report,
1,Sun,2016-08-14,20:15 (14:15),Vitória,0–1,Braga,"20,859",Estádio Dom Afonso Henriques,Hugo Miguel,Match Report,
1,Mon,2016-08-15,20:00 (14:00),Estoril,0–2,Feirense,"5,083",Estádio António Coimbra da Mota,Luís Godinho,Match Report,

2,Fri,2016-08-19,20:30 (14:30),Belenenses,0–0,Boavista,"1,309",Estádio do Restelo,Manuel Mota,Match Report,
2,Sat,2016-08-20,11:45 (05:45),Marítimo,0–2,Vitória,"5,922",Estádio dos Barreiros,Fábio Costa,Match Report,
2,Sat,2016-08-20,16:00 (10:00),Chaves,1–1,Tondela,"4,574",Estádio Municipal Eng. Manuel Branco Tei...,Rui Costa,Match Report,
2,Sat,2016-08-20,18:15 (12:15),Paços,0–1,Sporting CP,"6,271",Estádio da Capital do Móvel,Hugo Miguel,Match Report,
2,Sat,2016-08-20,20:30 (14:30),Porto,1–0,Estoril,"36,210",Estádio Do Dragão,Luís Ferreira,Match Report,
2,Sun,2016-08-21,16:00 (10:00),Feirense,0–3,Moreirense,"2,721",Estádio Marcolino de Castro,João Pedro Pinheiro,Match Report,
2,Sun,2016-08-21,18:00 (12:00),Arouca,2–0,Nacional,"1,136",Estádio Municipal de Arouca,João Santos Capela,Match Report,
2,Sun,2016-08-21,20:15 (14:15),Benfica,1–1,Vitória Setúbal,"56,351",Estádio do Sport Lisboa e Benfica,Manuel Oliveira,Match Report,
2,Mon,2016-08-22,20:00 (14:00),Braga,1–1,Rio Ave,"11,328",Estádio Municipal de Braga,Tiago Martins,Match Report,

3,Fri,2016-08-26,20:30 (14:30),Vitória,5–3,Paços,"14,212",Estádio Dom Afonso Henriques,Bruno Alexandre Da Silva Esteves,Match Report,
3,Sat,2016-08-27,16:00 (10:00),Tondela,0–1,Belenenses,"1,454",Estádio João Cardoso,Jorge de Sousa,Match Report,
3,Sat,2016-08-27,18:15 (12:15),Estoril,1–3,Braga,"1,785",Estádio António Coimbra da Mota,Nuno Miguel Serrano Almeida,Match Report,
3,Sat,2016-08-27,20:30 (14:30),Nacional,1–3,Benfica,"5,017",Estádio da Madeira,Artur Soares Dias,Match Report,
3,Sun,2016-08-28,16:00 (10:00),Boavista,2–2,Chaves,"5,021",Estádio do Bessa Século XXI,Luís Godinho,Match Report,
3,Sun,2016-08-28,16:00 (10:00),Moreirense,0–1,Marítimo,949,P.D. Comendador Joaquim de Almeida Freit...,Hélder Malheiro,Match Report,
3,Sun,2016-08-28,18:00 (12:00),Sporting CP,2–1,Porto,"49,399",Estádio José Alvalade,Tiago Martins,Match Report,
3,Sun,2016-08-28,20:15 (14:15),Rio Ave,1–0,Feirense,"2,268",Estádio do Rio Ave Futebol Clube,João Santos Capela,Match Report,
3,Sun,2016-08-28,21:00 (15:00),Vitória Setúbal,2–0,Arouca,"2,223",Estádio do Bonfim,José Oliveira,Match Report,

1,Sun,2016-09-04,16:00 (10:00),Nacional,0–1,Chaves,"1,705",Estádio da Madeira,Tiago Martins,Match Report,

4,Fri,2016-09-09,20:30 (14:30),Arouca,1–2,Benfica,"5,351",Estádio Municipal de Arouca,Fábio Costa,Match Report,
4,Sat,2016-09-10,16:00 (10:00),Belenenses,2–1,Nacional,"1,777",Estádio do Restelo,Carlos Taborda Xistra,Match Report,
4,Sat,2016-09-10,18:15 (12:15),Sporting CP,3–0,Moreirense,"44,393",Estádio José Alvalade,Nuno Miguel Serrano Almeida,Match Report,
4,Sat,2016-09-10,20:30 (14:30),Porto,3–0,Vitória,"40,105",Estádio Do Dragão,Jorge de Sousa,Match Report,
4,Sun,2016-09-11,11:45 (05:45),Paços,0–0,Estoril,"2,577",Estádio da Capital do Móvel,Jorge Ferreira,Match Report,
4,Sun,2016-09-11,16:00 (10:00),Marítimo,0–1,Rio Ave,"4,150",Estádio dos Barreiros,Rui Costa,Match Report,
4,Sun,2016-09-11,18:00 (12:00),Braga,3–0,Boavista,"10,824",Estádio Municipal de Braga,Artur Soares Dias,Match Report,
4,Sun,2016-09-11,20:15 (14:15),Chaves,0–0,Vitória Setúbal,"1,885",Estádio Municipal Eng. Manuel Branco Tei...,Tiago Antunes,Match Report,
4,Mon,2016-09-12,20:00 (14:00),Feirense,2–1,Tondela,"2,931",Estádio Marcolino de Castro,João Pedro Mendes,Match Report,

5,Fri,2016-09-16,20:30 (14:30),Nacional,2–0,Marítimo,"2,776",Estádio da Madeira,Bruno Duarte Paixão,Match Report,
5,Sat,2016-09-17,16:00 (10:00),Estoril,2–0,Moreirense,"1,243",Estádio António Coimbra da Mota,Gonçalo Martins,Match Report,
5,Sat,2016-09-17,18:15 (12:15),Vitória Setúbal,1–4,Paços,"2,211",Estádio do Bonfim,Manuel Mota,Match Report,
5,Sat,2016-09-17,20:30 (14:30),Vitória,1–1,Belenenses,"12,953",Estádio Dom Afonso Henriques,Manuel Oliveira,Match Report,
5,Sun,2016-09-18,16:00 (10:00),Arouca,0–1,Chaves,740,Estádio Municipal de Arouca,Luís Ferreira,Match Report,
5,Sun,2016-09-18,16:00 (10:00),Boavista,1–2,Feirense,"4,756",Estádio do Bessa Século XXI,Bruno Alexandre Da Silva Esteves,Match Report,
5,Sun,2016-09-18,18:00 (12:00),Tondela,0–0,Porto,"3,390",Estádio João Cardoso,Hugo Miguel,Match Report,
5,Sun,2016-09-18,20:15 (14:15),Rio Ave,3–1,Sporting CP,"8,315",Estádio do Rio Ave Futebol Clube,João Pedro Pinheiro,Match Report,
5,Mon,2016-09-19,20:00 (14:00),Benfica,3–1,Braga,"52,181",Estádio do Sport Lisboa e Benfica,Jorge de Sousa,Match Report,

6,Fri,2016-09-23,19:00 (13:00),Porto,3–1,Boavista,"50,431",Estádio Do Dragão,Nuno Miguel Serrano Almeida,Match Report,
6,Fri,2016-09-23,21:00 (15:00),Sporting CP,4–2,Estoril,"41,994",Estádio José Alvalade,João Santos Capela,Match Report,
6,Sat,2016-09-24,16:00 (10:00),Feirense,0–3,Nacional,"2,068",Estádio Marcolino de Castro,Jorge Ferreira,Match Report,
6,Sat,2016-09-24,18:15 (12:15),Chaves,0–2,Benfica,"8,000",Estádio Municipal Eng. Manuel Branco Tei...,Tiago Martins,Match Report,
6,Sat,2016-09-24,20:30 (14:30),Braga,2–1,Vitória Setúbal,"8,945",Estádio Municipal de Braga,Fábio Costa,Match Report,
6,Sun,2016-09-25,16:00 (10:00),Marítimo,2–0,Tondela,"2,832",Estádio dos Barreiros,Rui Oliveira,Match Report,
6,Sun,2016-09-25,18:00 (12:00),Paços,2–1,Rio Ave,"3,021",Estádio da Capital do Móvel,Luís Godinho,Match Report,
6,Sun,2016-09-25,20:15 (14:15),Moreirense,0–1,Vitória,"3,810",P.D. Comendador Joaquim de Almeida Freit...,Bruno Duarte Paixão,Match Report,
6,Mon,2016-09-26,20:00 (14:00),Belenenses,1–1,Arouca,"2,570",Estádio do Restelo,Rui Costa,Match Report,

7,Fri,2016-09-30,20:30 (14:30),Tondela,2–1,Paços,"1,090",Estádio João Cardoso,João Santos Capela,Match Report,
7,Sat,2016-10-01,11:45 (05:45),Rio Ave,1–2,Estoril,"3,843",Estádio do Rio Ave Futebol Clube,Bruno Alexandre Da Silva Esteves,Match Report,
7,Sat,2016-10-01,16:00 (10:00),Chaves,3–1,Belenenses,"2,268",Estádio Municipal Eng. Manuel Branco Tei...,Fábio Costa,Match Report,
7,Sat,2016-10-01,18:15 (12:15),Vitória,3–3,Sporting CP,"23,104",Estádio Dom Afonso Henriques,Artur Soares Dias,Match Report,
7,Sat,2016-10-01,20:30 (14:30),Nacional,0–4,Porto,"4,169",Estádio da Madeira,Rui Costa,Match Report,
7,Sun,2016-10-02,16:00 (10:00),Vitória Setúbal,0–1,Marítimo,"2,147",Estádio do Bonfim,Carlos Taborda Xistra,Match Report,
7,Sun,2016-10-02,16:00 (10:00),Benfica,4–0,Feirense,"58,637",Estádio do Sport Lisboa e Benfica,Luís Ferreira,Match Report,
7,Sun,2016-10-02,18:00 (12:00),Boavista,2–0,Moreirense,"4,437",Estádio do Bessa Século XXI,Jorge Ferreira,Match Report,
7,Sun,2016-10-02,20:15 (14:15),Arouca,1–1,Braga,862,Estádio Municipal de Arouca,Hugo Miguel,Match Report,

8,Fri,2016-10-21,19:00 (13:00),Paços,1–1,Nacional,"1,927",Estádio da Capital do Móvel,João Pedro Pinheiro,Match Report,
8,Fri,2016-10-21,21:00 (15:00),Marítimo,1–1,Boavista,"6,283",Estádio dos Barreiros,Vasco Santos,Match Report,
8,Sat,2016-10-22,16:00 (10:00),Feirense,1–1,Vitória Setúbal,"2,086",Estádio Marcolino de Castro,João Santos Capela,Match Report,
8,Sat,2016-10-22,18:15 (12:15),Sporting CP,1–1,Tondela,,Estádio José Alvalade,Rui Costa,Match Report,
8,Sat,2016-10-22,20:30 (14:30),Porto,3–0,Arouca,"31,310",Estádio Do Dragão,Manuel Mota,Match Report,
8,Sun,2016-10-23,16:00 (10:00),Moreirense,1–1,Rio Ave,"1,048",P.D. Comendador Joaquim de Almeida Freit...,Tiago Martins,Match Report,
8,Sun,2016-10-23,18:00 (12:00),Estoril,0–2,Vitória,"1,788",Estádio António Coimbra da Mota,Carlos Taborda Xistra,Match Report,
8,Sun,2016-10-23,20:15 (14:15),Belenenses,0–2,Benfica,"12,236",Estádio do Restelo,Hugo Miguel,Match Report,
8,Mon,2016-10-24,20:00 (14:00),Braga,1–0,Chaves,"9,058",Estádio Municipal de Braga,Bruno Duarte Paixão,Match Report,

9,Fri,2016-10-28,19:00 (13:00),Benfica,3–0,Paços,"52,731",Estádio do Sport Lisboa e Benfica,Bruno Alexandre Da Silva Esteves,Match Report,
9,Fri,2016-10-28,21:00 (15:00),Nacional,0–0,Sporting CP,"3,954",Estádio da Madeira,Vasco Santos,Match Report,
9,Sat,2016-10-29,16:00 (10:00),Tondela,1–2,Moreirense,"1,283",Estádio João Cardoso,Carlos Taborda Xistra,Match Report,
9,Sat,2016-10-29,18:15 (12:15),Vitória Setúbal,0–0,Porto,"7,245",Estádio do Bonfim,João Pedro Pinheiro,Match Report,
9,Sat,2016-10-29,20:30 (14:30),Boavista,0–0,Estoril,"4,182",Estádio do Bessa Século XXI,Luís Ferreira,Match Report,
9,Sun,2016-10-30,16:00 (11:00),Arouca,1–0,Marítimo,"1,071",Estádio Municipal de Arouca,Hélder Malheiro,Match Report,
9,Sun,2016-10-30,18:00 (13:00),Rio Ave,0–3,Vitória,"6,166",Estádio do Rio Ave Futebol Clube,Nuno Miguel Serrano Almeida,Match Report,
9,Sun,2016-10-30,20:15 (15:15),Braga,2–1,Belenenses,"10,098",Estádio Municipal de Braga,Artur Soares Dias,Match Report,
9,Mon,2016-10-31,20:00 (15:00),Chaves,1–1,Feirense,"3,053",Estádio Municipal Eng. Manuel Branco Tei...,Manuel Oliveira,Match Report,

10,Fri,2016-11-04,20:30 (15:30),Vitória,2–1,Nacional,"13,085",Estádio Dom Afonso Henriques,Fábio Costa,Match Report,
10,Sat,2016-11-05,16:00 (11:00),Estoril,2–0,Tondela,"1,184",Estádio António Coimbra da Mota,Luís Godinho,Match Report,
10,Sat,2016-11-05,16:00 (11:00),Paços,1–1,Chaves,"2,794",Estádio da Capital do Móvel,Hugo Miguel,Match Report,
10,Sat,2016-11-05,18:15 (13:15),Feirense,0–1,Belenenses,"2,225",Estádio Marcolino de Castro,Tiago Antunes,Match Report,
10,Sat,2016-11-05,20:30 (15:30),Rio Ave,1–2,Boavista,"2,705",Estádio do Rio Ave Futebol Clube,Manuel Mota,Match Report,
10,Sun,2016-11-06,16:00 (10:00),Moreirense,1–2,Vitória Setúbal,992,P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,Match Report,
10,Sun,2016-11-06,18:00 (12:00),Porto,1–1,Benfica,"50,019",Estádio Do Dragão,Artur Soares Dias,Match Report,
10,Sun,2016-11-06,20:15 (14:15),Sporting CP,3–0,Arouca,"40,743",Estádio José Alvalade,Carlos Taborda Xistra,Match Report,
10,Sun,2016-11-06,20:30 (14:30),Marítimo,1–0,Braga,"6,103",Estádio dos Barreiros,Manuel Oliveira,Match Report,

11,Fri,2016-11-25,20:30 (14:30),Vitória Setúbal,0–1,Rio Ave,"2,500",Estádio do Bonfim,Jorge Ferreira,Match Report,
11,Sat,2016-11-26,11:45 (05:45),Chaves,0–0,Marítimo,"2,431",Estádio Municipal Eng. Manuel Branco Tei...,João Pedro Pinheiro,Match Report,
11,Sat,2016-11-26,16:00 (10:00),Nacional,0–1,Estoril,"1,126",Estádio da Madeira,João Borlido Matos,Match Report,
11,Sat,2016-11-26,18:15 (12:15),Boavista,0–1,Sporting CP,"9,958",Estádio do Bessa Século XXI,Fábio Costa,Match Report,
11,Sat,2016-11-26,20:30 (14:30),Belenenses,0–0,Porto,"6,663",Estádio do Restelo,Manuel Oliveira,Match Report,
11,Sun,2016-11-27,16:00 (10:00),Arouca,1–0,Paços,"1,311",Estádio Municipal de Arouca,Rui Costa,Match Report,
